iter	Logloss
168	0.1502833229
169	0.1498337218
170	0.1493556932
171	0.1488488916
172	0.1485100324
173	0.148102276
174	0.1477308967
175	0.1471314608
176	0.1464986575
177	0.1462372723
178	0.1458350511
179	0.1456769763
180	0.1451992898
181	0.1449637942
182	0.1444187037
183	0.1440787289
184	0.1437260857
185	0.1432465132
186	0.1429538593
187	0.1426005564
188	0.1422625409
189	0.1418604413
190	0.1413228849
191	0.1409412827
192	0.1404323471
193	0.1401060268
194	0.1397958203
195	0.1394975462
196	0.1393584381
197	0.1390311064
198	0.1387105167
199	0.1384342377
200	0.1382651991
201	0.1379808488
202	0.137704678
203	0.1375390092
204	0.1370925501
205	0.1366670999
206	0.1363814094
207	0.1362778109
208	0.135977209
209	0.1358770927
210	0.1354688648
211	0.1350679694
212	0.134853261
213	0.1346008206
214	0.1343352487
215	0.1340630886
216	0.1336956435
217	0.1335363696
218	0.1330852647
219	0.1328786302
220	0.1325906827
221	0.1322539021
222	0.1321394969
223	0.1319675067
224	0.1318693723
225	0.1317260377
226	0.131551237
227	0.1314362083
228	0.1312078502
229	0.13083137
230	0.1307348571
231	0.1306245595
232	0.1304200815
233	0.1300796044
234	0.1298974566
235	0.1297959341
236	0.1296429052
237	0.1292870468
238	0.1290373366
239	0.1288950578
240	0.1287286831
241	0.1286379705
242	0.1283055474
243	0.1280540058
244	0.1279147708
245	0.127697301
246	0.127516866
247	0.1274326118
248	0.1271448334
249	0.126971508
250	0.126581892
251	0.1264001921
252	0.1262489333
253	0.1261463951
254	0.1260480955
255	0.1259721014
256	0.1258620595
257	0.125696808
258	0.1255673459
259	0.1253165456
260	0.1251828124
261	0.1251001261
262	0.1246740623
263	0.1245859926
264	0.1245041519
265	0.1244205836
266	0.1241727687
267	0.1240886726
268	0.1239050475
269	0.1236263745
270	0.1235675792
271	0.1234668163
272	0.1233647545
273	0.1229975924
274	0.1229575037
275	0.1228009673
276	0.1227206851
277	0.1226260947
278	0.1222757339
279	0.122215685
280	0.1221117762
281	0.1220834243
282	0.1219013311
283	0.1218423777
284	0.1217944951
285	0.1217255893
286	0.1215309962
287	0.1214769312
288	0.1214020894
289	0.1213435187
290	0.1210871426
291	0.120886416
292	0.1208252784
293	0.120768926
294	0.1205384707
295	0.1204852061
296	0.1204277584
297	0.1203788955
298	0.1202332138
299	0.120031257
300	0.1199647074
301	0.1197344774
302	0.1196865533
303	0.1193648773
304	0.1193148733
305	0.1192577965
306	0.1189460331
307	0.1188866972
308	0.1188288012
309	0.1187658031
310	0.1186858219
311	0.1185739878
312	0.1183658725
313	0.1183042844
314	0.1182408562
315	0.1181534854
316	0.1179048595
317	0.1177087856
318	0.1176498401
319	0.1175489747
320	0.1174616257
321	0.1173397735
322	0.1172855005
323	0.1172352091
324	0.1171757361
325	0.1170337516
326	0.1169009054
327	0.1168547207
328	0.1168183249
329	0.1167820569
330	0.1167138951
331	0.1166572371
332	0.1164540409
333	0.1162875739
334	0.1161959319
335	0.1159873002
336	0.115831225
337	0.1156668571
338	0.1153965386
339	0.1153585727
340	0.1153132221
341	0.1152218538
342	0.1151972612
343	0.1149840363
344	0.1147623637
345	0.1146891728
346	0.1146275888
347	0.1144546025
348	0.1143761781
349	0.1142878677
350	0.1142252173
351	0.114099087
352	0.1140379637
353	0.1139096047
354	0.1138398468
355	0.1136385542
356	0.113484455
357	0.1132731369
358	0.1130478109
359	0.1128547505
360	0.1127957359
361	0.112516445
362	0.1124853056
363	0.1124538795
364	0.1124162629
365	0.1122777559
366	0.1122314955
367	0.1121230615
368	0.1119967911
369	0.1119447382
370	0.1117592763
371	0.1117194691
372	0.1116757204
373	0.1115400501
374	0.1114650822
375	0.1114091598
376	0.1112967837
377	0.1111995734
378	0.1110865612
379	0.1110388732
380	0.1110034207
381	0.110942436
382	0.1107467264
383	0.110552348
384	0.1104889609
385	0.1102746143
386	0.1101883385
387	0.1101398512
388	0.1101035852
389	0.110047758
390	0.110006974
391	0.1099688594
392	0.1099376596
393	0.109671455
394	0.1095989547
395	0.1094289477
396	0.1094097286
397	0.1093289434
398	0.1091706497
399	0.1091318127
400	0.1090945542
401	0.1090612221
402	0.1090144626
403	0.1089298581
404	0.108757345
405	0.1087299953
406	0.1087023832
407	0.1085088336
408	0.1084425374
409	0.1083531302
410	0.108214485
411	0.1081713217
412	0.108067914
413	0.1079868574
414	0.1079014914
415	0.1078879328
416	0.1078580936
417	0.1077619839
418	0.1075983617
419	0.1073496552
420	0.1072711669
421	0.1070262799
422	0.106940262
423	0.1067217908
424	0.1065924748
425	0.1065611235
426	0.1065034345
427	0.106314145
428	0.1062845055
429	0.1062166957
430	0.1061622218
431	0.1060553135
432	0.1059402009
433	0.1057877623
434	0.1055971231
435	0.1055389398
436	0.1054827139
437	0.1053852268
438	0.1052337143
439	0.1050876145
440	0.1050489287
441	0.1050154895
442	0.1048485053
443	0.1046611481
444	0.1045475481
445	0.1045098544
446	0.1044196021
447	0.1043004493
448	0.1042043631
449	0.1040480762
450	0.1038549832
451	0.103627107
452	0.1035950316
453	0.1035267902
454	0.1034585094
455	0.1032856429
456	0.1031534317
457	0.1029411303
458	0.1028202678
459	0.1027733703
460	0.10257673
461	0.1024943001
462	0.1023290024
463	0.1021403002
464	0.1020833322
465	0.1018247429
466	0.1017969727
467	0.1017179097
468	0.1014730224
469	0.1013618916
470	0.1012344389
471	0.1011833473
472	0.1009944418
473	0.1009269688
474	0.1008995716
475	0.1007986653
476	0.1006173577
477	0.1004179718
478	0.100322055
479	0.100245706
480	0.1001286229
481	0.09997466248
482	0.09975471034
483	0.09962191981
484	0.09950192884
485	0.09933825655
486	0.09931223894
487	0.09923461633
488	0.09916899469
489	0.09894386479
490	0.09891282838
491	0.09887103928
492	0.09870409969
493	0.09863725178
494	0.09860628809
495	0.09853078619
496	0.09845339099
497	0.09840363255
498	0.0983489793
499	0.09833304741
500	0.09827412296
501	0.09822822703
502	0.09804291488
503	0.09793107997
504	0.09784899852
505	0.09781212471
506	0.09777463448
507	0.09760509393
508	0.09750681635
509	0.09744507576
510	0.09730508409
511	0.09717305866
512	0.09709486219
513	0.09700635158
514	0.0968798872
515	0.09681828855
516	0.09676504928
517	0.09664247319
518	0.09646706479
519	0.09639053237
520	0.09625251603
521	0.09622522966
522	0.09618354428
523	0.09595141165
524	0.09583307195
525	0.09581972582
526	0.09578344374
527	0.09567134686
528	0.09562252854
529	0.09553468503
530	0.09540640455
531	0.09526877572
532	0.09507941183
533	0.09490665451
534	0.09486319699
535	0.09478919971
536	0.09454186495
537	0.09450139873
538	0.09445808122
539	0.09438679655
540	0.09430438327
541	0.09408895123
542	0.09399464976
543	0.09393365466
544	0.0938397508
545	0.09362234746
546	0.09351029412
547	0.09333149941
548	0.09327633431
549	0.09324249474
550	0.09315559709
551	0.09307459436
552	0.09304684885
553	0.09301017157
554	0.09283760459
555	0.09281596696
556	0.09276537508
557	0.09269819409
558	0.09264459062
559	0.092628469
560	0.09259743764
561	0.09257776252
562	0.09246002595
563	0.09240490523
564	0.09229156879
565	0.09223299972
566	0.09199383362
567	0.09193018165
568	0.09188423898
569	0.09176459701
570	0.09163113352
571	0.09161013151
572	0.09147586532
573	0.09135466296
574	0.09125348478
575	0.09111368244
576	0.09096747047
577	0.09090944521
578	0.09081488812
579	0.09078233426
580	0.09068943073
581	0.09059802668
582	0.0905318827
583	0.09051812913
584	0.09047083094
585	0.0903526455
586	0.09029543578
587	0.09014884924
588	0.09007421691
589	0.08996325463
590	0.08983183353
591	0.0897544672
592	0.08970371216
593	0.08966991034
594	0.08964631281
595	0.08945786096
596	0.08939640661
597	0.08923151831
598	0.08917462949
599	0.089085413
600	0.08904293311
601	0.08894512546
602	0.08878452817
603	0.08865035594
604	0.08854882236
605	0.08846995707
606	0.08841875699
607	0.08823613986
608	0.08810160753
609	0.08793532801
610	0.08788296855
611	0.08785300783
612	0.0878446422
613	0.08779201685
614	0.08760366014
615	0.08747455703
616	0.08730173039
617	0.08727882364
618	0.0872377336
619	0.08719276957
620	0.08709534125
621	0.08699680844
622	0.08687346181
623	0.08672179089
624	0.08668371235
625	0.08662343668
626	0.08654502777
627	0.08653374925
628	0.08639313859
629	0.08632796056
630	0.08630950938
631	0.08626819896
632	0.08609530378
633	0.08601534382
634	0.08589953681
635	0.08580564574
636	0.08578641603
637	0.08577608108
638	0.08571738011
639	0.08566777262
640	0.08562486955
641	0.08552604196
642	0.08534381137
643	0.0853207579
644	0.08511604017
645	0.08504875652
646	0.08489453893
647	0.08480294296
648	0.08464814652
649	0.08461480332
650	0.08459100096
651	0.08454056974
652	0.08453017587
653	0.08447672481
654	0.0844378867
655	0.08434735868
656	0.0842902975
657	0.08421622765
658	0.08416712631
659	0.08407805881
660	0.08400789608
661	0.08381143592
662	0.08367287764
663	0.08364268128
664	0.08358355991
665	0.08350136557
666	0.08339277303
667	0.08331581069
668	0.08324165262
669	0.08320766059
670	0.08307635208
671	0.082968276
672	0.08287450075
673	0.08286548271
674	0.08282122272
675	0.08266457762
676	0.08257012247
677	0.08246794033
678	0.08238419907
679	0.08229053502
680	0.08221671511
681	0.08217370528
682	0.08199197753
683	0.0819705048
684	0.08190394761
685	0.08188017284
686	0.08181165295
687	0.08176963531
688	0.08174233068
689	0.0816137793
690	0.08150605144
691	0.08141327339
692	0.08137460958
693	0.0813236201
694	0.08128581465
695	0.08123709281
696	0.0811094587
697	0.08095016396
698	0.08093343539
699	0.08086859268
700	0.08082538934
701	0.08073981192
702	0.08071819836
703	0.08065850208
704	0.08060895072
705	0.08058517764
706	0.08054075252
707	0.08045366012
708	0.0803382308
709	0.08021466273
710	0.08020133247
711	0.08011141232
712	0.07996771453
713	0.07991122037
714	0.07982985202
715	0.07974644208
716	0.07717	0.0793717	0.07718	0.0791718	0.07719	0.079719	0.079720	0.078720	0.079721	0.078721	0.079722	0.07888874814
723	0.0787993957
724	0.07866792691
725	0.0786725	0.07726	0.07845821449
727	0.0784727	0.07728	0.07837807121
729	0.07836568178
730	0.0781989194
731	0.07806334815
732	0.07793453317
733	0.07776456416
734	0.07760547371
735	0.07755735	0.736	0.07750404135
737	0.07738464214
738	0.07729833593
739	0.07718864038
740	0.07718740	0.0741	0.07713741	0.0742	0.0770812472
743	0.07691659246
744	0.07686078714
745	0.07675045943
746	0.07670985059
747	0.0766543569
748	0.07655842105
749	0.07640133235
750	0.07637167591
751	0.07626870796
752	0.07617475638
753	0.07600860851
754	0.07593677453
755	0.07583931328
756	0.07576542659
757	0.07573492056
758	0.07566601401
759	0.07556993125
760	0.07547909828
761	0.07541538395
762	0.07533753027
763	0.07525874855
764	0.0751787659
765	0.07504805368
766	0.07498581167
767	0.07485535819
768	0.07469437249
769	0.07463223282
770	0.07459933897
771	0.07453894686
772	0.0743918344
773	0.07430830733
774	0.07424892777
775	0.07413839217
776	0.07402212746
777	0.07395176406
778	0.07391804165
779	0.07381725184
780	0.07374983442
781	0.0736172594
782	0.07358162244
783	0.07348029444
784	0.07340115144
785	0.0733122293
786	0.07327934369
787	0.07321241747
788	0.07317260204
789	0.07316682913
790	0.07310505539
791	0.07299968509
792	0.0729117961
793	0.07286287095
794	0.07278866593
795	0.07265914008
796	0.07262229042
797	0.07252437467
798	0.07245541104
799	0.07240350949
800	0.07237593323
801	0.07232712898
802	0.07217048918
803	0.07207883794
804	0.0719324929
805	0.07191618571
806	0.07179996469
807	0.0716712076
808	0.07161334552
809	0.07155567349
810	0.07148305039
811	0.07140901003
812	0.07132169346
813	0.07125423292
814	0.07113884857
815	0.07105111857
816	0.07101075381
817	0.07095884969
818	0.07090508467
819	0.070813361
820	0.07074330223
821	0.07068121294
822	0.07062713453
823	0.07057336823
824	0.07053424243
825	0.07044579205
826	0.07038072824
827	0.07037564781
828	0.07023028221
829	0.07021634622
830	0.07013324094
831	0.070080955
832	0.07003895445
833	0.06997745145
834	0.06992561241
835	0.06985941947
836	0.06980772831
837	0.06971002999
838	0.06961698715
839	0.06955666166
840	0.06948129577
841	0.06943787229
842	0.06940632221
843	0.06933464806
844	0.06930405806
845	0.06923882218
846	0.06914808572
847	0.069030231
848	0.06902510662
849	0.06900233638
850	0.06885813896
851	0.06877579143
852	0.06870725819
853	0.06864842194
854	0.06863224276
855	0.06853692186
856	0.06841860879
857	0.06835486344
858	0.06830464032
859	0.06830022543
860	0.06826229488
861	0.06821541114
862	0.06815319822
863	0.06812330547
864	0.06800250818
865	0.06795246396
866	0.06787984887
867	0.06784520842
868	0.06776994208
869	0.06776531616
870	0.06769610674
871	0.06763498273
872	0.06759176883
873	0.06750871422
874	0.06745227971
875	0.06739705661
876	0.06733700555
877	0.0672964845
878	0.06723244927
879	0.06716847851
880	0.06704642423
881	0.06693224477
882	0.06687384878
883	0.06678106288
884	0.06668567867
885	0.0665952424
886	0.06648569322
887	0.06638626411
888	0.06629905166
889	0.06626868525
890	0.06626398464
891	0.06621807695
892	0.06619025889
893	0.06618524551
894	0.0660989158
895	0.06602240676
896	0.06594615915
897	0.06587038524
898	0.06578179182
899	0.06570486559
900	0.06569937844
901	0.06561278794
902	0.0655335606
903	0.06541099702
904	0.06536285671
905	0.06530862372
906	0.065278048
907	0.06514433975
908	0.0650157519
909	0.06493784393
910	0.06486482031
911	0.06483629989
912	0.06475774159
913	0.06468851012
914	0.06464707446
915	0.06462155845
916	0.06454120566
917	0.06446596729
918	0.06433845348
919	0.06429890309
920	0.06420945823
921	0.06410714221
922	0.06408648486
923	0.06402820089
924	0.06393816569
925	0.06386234519
926	0.06381659842
927	0.06372921692
928	0.06369116552
929	0.06364021684
930	0.06356482524
931	0.06354117131
932	0.06339895012
933	0.0633359658
934	0.06332631516
935	0.06320827267
936	0.06315296901
937	0.06312839354
938	0.0630484806
939	0.06302289167
940	0.06297668441
941	0.06285892909
942	0.06285331575
943	0.06281904785
944	0.0628149001
945	0.06276362006
946	0.0626944595
947	0.06262130084
948	0.06256730632
949	0.06249424193
950	0.06244540319
951	0.06235231334
952	0.06234696277
953	0.06224470631
954	0.06214047905
955	0.06204144491
956	0.06194433275
957	0.06194037564
958	0.06187952129
959	0.06187539315
960	0.06180134899
961	0.06177702483
962	0.0617503853
963	0.06167388106
964	0.06164663172
965	0.0616093158
966	0.06158781998
967	0.06151163406
968	0.06141831797
969	0.06133796786
970	0.06126286785
971	0.06123662139
972	0.06118437607
973	0.06115970151
974	0.06108006319
975	0.06102824647
976	0.06102314376
977	0.06099946055
978	0.06091390171
979	0.06087307007
980	0.06076289116
981	0.06072292509
982	0.06068587614
983	0.0606432826
984	0.06056066059
985	0.06051673166
986	0.06049347895
987	0.06047236573
988	0.06036546412
989	0.06031819547
990	0.0602457004
991	0.0601602248
992	0.06010648724
993	0.06002511669
994	0.05998760954
995	0.05994888508
996	0.05985446843
997	0.05979821923
998	0.05979379187
999	0.05977228772
	0.06059710927
0559
9294001
9164994	0999	0.05686012388
.05003802266
996	0.04992699327
997	0.04988097675
998	0.04983314485
999	0.04979129858
